transaction_id;issue_date;certificate_fee;payment_method;student_id;student_name;student_email;student_country;student_age;platform_id;platform_name;platform_country;certificate_id;certificate_name;certificate_type;certificate_language;course_id;course_name;course_category;course_info;online_date
2291;2024-07-12;56.97;Bank Transfer;931;Noah Davis;noah.davis901@outlook.com;Netherlands;45;97;OpenCenter;Portugal;112;Excel Professional Certificate;completion;Italian;8;Digital Marketing Analytics;Data Science & AI;Prepares students to measure campaign performance and customer behavior, requires basic marketing concepts.;2024-01-13
6861;2028-09-20;603.55;Debit Card;300;Richard Martins;richard.martins387@hotmail.com;Mexico;36;133;NovaWorld;Brazil;103;Project Management Certificate;professional;German;2056;Risk Management Essentials;Business & Management;Prepares students to identify, assess, and report business risks, requires basic business literacy.;2025-10-17
2049;2024-05-07;977.1;Credit Card;300;Richard Martins;richard.martins387@hotmail.com;Mexico;36;173;GlobalGate;India;497;Supply Chain Analytics Certificate;advanced;English;1309;SQL for Data Management;Data Science & AI;Prepares students to query and manage relational databases, requires no prior SQL experience.;2024-04-23
5172;2026-02-12;440.06;Bank Transfer;154;Luca Marino;luca.marino755@gmail.com;Germany;51;209;SkillPath;United States;622;Business Analytics Certificate;specialization;German;2057;Python for Business Analytics;Data Science & AI;Prepares students to analyze business data with Python, requires familiarity with spreadsheets and basic logic.;2024-01-03
8345;2030-11-25;1378.49;Credit Card;875;Susan Alves;susan.alves24@yahoo.com;United States;18;90;PeakPath;United States;990;Industrial IoT Certificate;advanced;English;109;Data Visualization with Power BI;Data Science & AI;Prepares students to build business dashboards in Power BI, requires basic data handling skills.;2023-12-09
2499;2024-09-02;1288.21;Bank Transfer;120;Joseph Müller;joseph.müller337@yahoo.com;Argentina;51;346;SmartSphere;United States;468;Machine Learning Foundations Certificate;advanced;French;194;Database Design Principles;Data Science & AI;Prepares students to model business data structures, requires logical reasoning and basic computing knowledge.;2023-04-30
6596;2028-05-09;66.16;Bank Transfer;207;Amina Rossi;amina.rossi309@gmail.com;Italy;36;452;NexusForge;United States;659;AI Productivity Certificate;completion;Spanish;2;Python for Business Analytics;Data Science & AI;Prepares students to analyze business data with Python, requires familiarity with spreadsheets and basic logic.;2024-05-15
1998;2024-04-24;38.06;Credit Card;664;Jennifer Richard;jennifer.richard497@protonmail.com;Portugal;30;40;TechStream;United States;365;Cybersecurity Awareness Certificate;completion;English;31;Data Analysis Fundamentals;Data Science & AI;Prepares students for entry-level data analysis roles, requires basic spreadsheet knowledge.;2024-02-09
7790;2030-01-27;299.53;Debit Card;928;Joseph Thomas;joseph.thomas981@protonmail.com;India;55;274;RiseConnect;Netherlands;114;Agile Practitioner Certificate;professional;English;1300;Operations Management;Business & Management;Prepares students to optimize workflows and resources, requires basic business knowledge.;2023-08-01
424;2022-07-22;1285.11;PayPal;492;Richard Richard;richard.richard795@gmail.com;Netherlands;47;171;DataVault;United States;720;Operations Excellence Certificate;advanced;Spanish;2058;Database Design Principles;Data Science & AI;Prepares students to model business data structures, requires logical reasoning and basic computing knowledge.;2021-02-18
1543;2023-11-29;97.41;Bank Transfer;749;Wei Colombo;wei.colombo911@hotmail.com;Portugal;43;403;PrimeWorks;United States;784;Cloud Fundamentals Certificate;completion;Spanish;2059;Customer Experience Analytics;Data Science & AI;Prepares students to analyze customer satisfaction and service metrics, requires communication and spreadsheet skills.;2023-05-13
2254;2024-07-01;463.37;PayPal;722;Barbara Ferrari;barbara.ferrari972@protonmail.com;United States;36;52;NexusAcademy;United States;914;Agile Practitioner Certificate;professional;English;2060;Supply Chain Analytics;Data Science & AI;Prepares students to analyze logistics and operational performance, requires spreadsheet knowledge.;2022-11-18
7077;2029-01-21;347.27;Credit Card;508;Min Martins;min.martins235@protonmail.com;United Kingdom;26;147;ZenLabs;Portugal;421;Data Professional;professional;French;2061;R for Data Analysis;Data Science & AI;Prepares students to perform statistical analysis in R, requires basic statistics knowledge.;2026-02-01
8482;2031-02-09;398.56;Credit Card;747;Linda Mehta;linda.mehta239@protonmail.com;Portugal;30;59;SkillWorld;United States;989;Financial Modeling Certificate;professional;Spanish;2062;Data Governance Fundamentals;Data Science & AI;Prepares students to define standards for data quality and ownership, requires spreadsheet familiarity.;2024-09-13
7219;2029-04-06;77.07;Bank Transfer;367;Ahmed Hoffmann;ahmed.hoffmann943@protonmail.com;Italy;52;280;ZenWorld;France;212;Excel Professional Certificate;completion;Portuguese;2063;Business Intelligence Foundations;Professional Development;Prepares students to design dashboards and reports, requires basic numerical reasoning.;2025-10-16
7;2021-04-24;303.17;Credit Card;885;Linda Singh;linda.singh505@icloud.com;United States;28;160;DigitalGate;United Kingdom;991;HR Analytics Certificate;specialization;Spanish;176;R for Data Analysis;Data Science & AI;Prepares students to perform statistical analysis in R, requires basic statistics knowledge.;2021-03-22
4878;2025-12-22;1296.31;Credit Card;646;Elizabeth Bernard;elizabeth.bernard376@protonmail.com;India;62;251;ProBoost;United States;808;Machine Learning Foundations Certificate;advanced;Spanish;87;Business Communication Skills;Marketing & Sales;Prepares students to communicate clearly in professional environments, requires no technical background.;2023-07-24
8155;2030-08-20;61.93;PayPal;94;Yuki Costa;yuki.costa68@protonmail.com;United States;22;99;SmartInstitute;Australia;924;Cloud Fundamentals Certificate;completion;Portuguese;2064;Cybersecurity Awareness;Technology & IT;Prepares students to identify cyber risks and good security practices, requires no previous technical background.;2025-01-22
7867;2030-03-18;66.56;Credit Card;652;Wei Fischer;wei.fischer425@icloud.com;Brazil;20;228;TechLearning;United States;864;Cloud Fundamentals Certificate;completion;Portuguese;99;Machine Learning Basics;Data Science & AI;Prepares students to understand supervised learning workflows, requires statistics and Python basics.;2022-12-30
457;2022-08-11;852.55;Bank Transfer;8;Zara Nair;zara.nair805@gmail.com;Brazil;45;351;GlobalHub;Singapore;81;Data Professional;professional;English;362;R for Data Analysis;Data Science & AI;Prepares students to perform statistical analysis in R, requires basic statistics knowledge.;2022-01-05
3601;2025-05-12;135.46;PayPal;315;David Esposito;david.esposito369@hotmail.com;India;52;165;LearnPath;Germany;187;Digital Marketing Analyst;specialization;English;1957;Agile and Scrum Fundamentals;Business & Management;Prepares students to work in agile delivery environments, requires no prior agile certification.;2023-11-27
4567;2025-10-30;81.02;Credit Card;269;Giulia Dubois;giulia.dubois747@outlook.com;Brazil;20;44;ApexPath;Sweden;672;Excel Professional Certificate;completion;Spanish;2065;ERP Systems Introduction;Professional Development;Prepares students to understand ERP workflows and organizational data, requires basic business process awareness.;2024-12-20
5074;2026-01-28;253.54;Bank Transfer;929;Arjun Brown;arjun.brown400@hotmail.com;Canada;39;273;TechVault;United Kingdom;146;Business Intelligence Specialist;specialization;English;115;Information Security Foundations;Technology & IT;Prepares students to understand core information security principles, requires no prior security certification.;2023-10-28
2703;2024-10-24;1155.01;PayPal;941;Layla Ricci;layla.ricci80@outlook.com;Australia;48;317;TechPro;Germany;268;Machine Learning Foundations Certificate;advanced;Italian;935;Industrial IoT Fundamentals;Professional Development;Prepares students to understand sensors, connectivity, and monitoring systems, requires basic technical curiosity.;2023-12-14
5278;2026-04-06;688.0;Credit Card;859;Yuki Ferrari;yuki.ferrari127@yahoo.com;United States;49;333;GlobalLearning;Japan;523;Project Management Certificate;professional;Spanish;2066;Cybersecurity Awareness;Technology & IT;Prepares students to identify cyber risks and good security practices, requires no previous technical background.;2024-01-12
6000;2027-05-20;56.82;PayPal;922;Liam Fischer;liam.fischer184@outlook.com;Other;19;332;CloudGate;Ireland;405;Cybersecurity Awareness Certificate;completion;Italian;852;Cloud Computing Basics;Technology & IT;Prepares students to understand cloud service models and deployment basics, requires general IT literacy.;2025-09-15
9749;2033-03-05;238.63;Credit Card;559;Hassan Brown;hassan.brown752@gmail.com;United States;51;464;BrightForge;Brazil;226;Business Intelligence Specialist;specialization;English;2067;Machine Learning Basics;Data Science & AI;Prepares students to understand supervised learning workflows, requires statistics and Python basics.;2024-09-29
8507;2031-02-23;32.39;Bank Transfer;785;Jessica Meyer;jessica.meyer916@icloud.com;Other;25;83;GlobalConnect;United States;565;Cybersecurity Awareness Certificate;completion;Italian;142;Customer Experience Analytics;Data Science & AI;Prepares students to analyze customer satisfaction and service metrics, requires communication and spreadsheet skills.;2026-01-19
5290;2026-04-13;1170.16;Bank Transfer;588;Ava Romano;ava.romano915@icloud.com;Germany;20;441;PrimeHive;Canada;910;Industrial IoT Certificate;advanced;English;100;Financial Modeling Essentials;Finance & Accounting;Prepares students to build simple financial models, requires spreadsheet skills and basic finance knowledge.;2024-07-23
161;2022-01-26;78.85;Credit Card;526;Giulia Brown;giulia.brown871@protonmail.com;Spain;37;380;PrimeSphere;Australia;712;Excel Professional Certificate;completion;Spanish;2068;SQL for Data Management;Data Science & AI;Prepares students to query and manage relational databases, requires no prior SQL experience.;2021-02-26
6435;2028-02-07;1400.0;PayPal;399;Richard Durand;richard.durand646@protonmail.com;United States;28;36;DataWorld;Japan;997;Supply Chain Analytics Certificate;advanced;English;2069;Python for Business Analytics;Data Science & AI;Prepares students to analyze business data with Python, requires familiarity with spreadsheets and basic logic.;2025-09-15
1016;2023-05-21;63.04;PayPal;252;Inês Shah;inês.shah119@icloud.com;Spain;20;113;OpenLabs;France;596;Web Development Foundations Certificate;completion;Spanish;172;Customer Experience Analytics;Data Science & AI;Prepares students to analyze customer satisfaction and service metrics, requires communication and spreadsheet skills.;2023-02-24
4080;2025-08-09;791.86;Credit Card;775;Ali Patel;ali.patel299@outlook.com;India;24;92;BrightAcademy;Netherlands;369;Financial Modeling Certificate;professional;German;2022;Industrial IoT Fundamentals;Professional Development;Prepares students to understand sensors, connectivity, and monitoring systems, requires basic technical curiosity.;2021-11-13
10431;2034-10-21;195.98;Bank Transfer;219;Noah Sharma;noah.sharma946@icloud.com;United States;62;203;ProSchool;United Kingdom;66;Business Intelligence Specialist;specialization;English;2070;Business Intelligence Foundations;Professional Development;Prepares students to design dashboards and reports, requires basic numerical reasoning.;2025-08-07
1614;2023-12-25;120.0;Credit Card;959;Pedro Garcia;pedro.garcia661@hotmail.com;United States;30;197;PeakBoost;United States;331;HR Analytics Certificate;specialization;Italian;2071;Agile and Scrum Fundamentals;Business & Management;Prepares students to work in agile delivery environments, requires no prior agile certification.;2021-08-08
8658;2031-05-18;870.72;Debit Card;893;Raj Schulz;raj.schulz493@gmail.com;United States;32;116;SkillLearning;Japan;120;Operations Excellence Certificate;advanced;English;66;Cybersecurity Awareness;Technology & IT;Prepares students to identify cyber risks and good security practices, requires no previous technical background.;2025-09-27
4258;2025-09-10;471.55;Credit Card;105;Ana Pereira;ana.pereira904@icloud.com;United States;61;107;DigitalInstitute;Australia;403;Project Management Certificate;professional;Spanish;40;Financial Modeling Essentials;Finance & Accounting;Prepares students to build simple financial models, requires spreadsheet skills and basic finance knowledge.;2025-04-29
1242;2023-08-17;50.19;Credit Card;815;Inês Pereira;inês.pereira395@gmail.com;Australia;58;53;ApexCampus;India;953;Database Foundations Certificate;completion;Portuguese;2072;Statistics for Decision Making;Data Science & AI;Prepares students to use descriptive statistics for decision making, requires basic mathematics.;2021-09-18
6273;2027-11-01;787.38;Debit Card;347;Richard Hoffmann;richard.hoffmann933@icloud.com;Germany;64;176;DigitalSchool;India;1;Data Professional;professional;Portuguese;2073;Data Visualization with Power BI;Data Science & AI;Prepares students to build business dashboards in Power BI, requires basic data handling skills.;2024-06-14
1078;2023-06-12;1373.72;Debit Card;947;Richard Sousa;richard.sousa332@outlook.com;United States;54;366;AgileSphere;India;580;Operations Excellence Certificate;advanced;English;155;Cloud Computing Basics;Technology & IT;Prepares students to understand cloud service models and deployment basics, requires general IT literacy.;2021-04-25
4464;2025-10-12;933.83;Credit Card;988;Fatima Gupta;fatima.gupta972@hotmail.com;France;32;134;AgileWorld;United Kingdom;980;Operations Excellence Certificate;advanced;English;444;Project Management Essentials;Business & Management;Prepares students to coordinate projects and teams, requires basic organizational and communication skills.;2023-09-13
2004;2024-04-25;68.01;PayPal;623;Zara Esposito;zara.esposito292@hotmail.com;United States;36;320;CloudLearning;United States;859;AI Productivity Certificate;completion;English;2074;Machine Learning Basics;Data Science & AI;Prepares students to understand supervised learning workflows, requires statistics and Python basics.;2024-02-19
1956;2024-04-08;291.32;Bank Transfer;38;Olivia Wilson;olivia.wilson524@yahoo.com;India;42;411;LearnForge;Portugal;171;HR Analytics Certificate;specialization;English;128;Digital Marketing Analytics;Data Science & AI;Prepares students to measure campaign performance and customer behavior, requires basic marketing concepts.;2023-10-06
10517;2035-02-27;716.14;Credit Card;290;Omar Wagner;omar.wagner95@protonmail.com;United States;60;101;BytePro;United Kingdom;610;Industrial IoT Certificate;advanced;English;2075;Cybersecurity Awareness;Technology & IT;Prepares students to identify cyber risks and good security practices, requires no previous technical background.;2025-04-14
7933;2030-04-21;347.03;Credit Card;787;Barbara Brown;barbara.brown115@icloud.com;India;24;384;GlobalMind;India;215;Statistics for Business Certificate;specialization;English;2076;Machine Learning Basics;Data Science & AI;Prepares students to understand supervised learning workflows, requires statistics and Python basics.;2023-09-06
985;2023-05-09;335.49;Bank Transfer;349;Karen Verma;karen.verma305@hotmail.com;United States;22;249;ProCampus;France;938;Power BI Analyst Certificate;professional;English;2077;Leadership in Digital Teams;Business & Management;Prepares students to manage remote and digital teams effectively, requires workplace experience or interest.;2022-11-24
1483;2023-11-12;195.76;Credit Card;891;Richard Costa;richard.costa3@hotmail.com;Italy;46;400;NovaLearning;United States;26;Business Intelligence Specialist;specialization;English;2078;Process Improvement Techniques;Professional Development;Prepares students to improve processes using structured methods, requires analytical thinking.;2023-07-24
911;2023-04-14;54.96;Debit Card;999;Raj Esposito;raj.esposito228@protonmail.com;United States;54;252;TechGrow;Portugal;845;Cybersecurity Awareness Certificate;completion;English;9;Machine Learning Basics;Data Science & AI;Prepares students to understand supervised learning workflows, requires statistics and Python basics.;2021-11-18
5498;2026-07-28;1087.75;Credit Card;65;Ana Kumar;ana.kumar66@icloud.com;Spain;43;226;OpenBoost;United States;180;Operations Excellence Certificate;advanced;English;2079;Business Intelligence Foundations;Professional Development;Prepares students to design dashboards and reports, requires basic numerical reasoning.;2023-11-18
1121;2023-06-30;517.24;Credit Card;302;Ava Robert;ava.robert406@yahoo.com;Germany;52;453;CoreLearning;United States;469;Financial Modeling Certificate;professional;Spanish;2080;Project Management Essentials;Business & Management;Prepares students to coordinate projects and teams, requires basic organizational and communication skills.;2021-04-10
6025;2027-06-06;116.71;PayPal;584;Sarah Gupta;sarah.gupta673@icloud.com;Brazil;57;419;EduForge;Ireland;865;Cybersecurity Awareness Certificate;completion;Portuguese;119;ERP Systems Introduction;Professional Development;Prepares students to understand ERP workflows and organizational data, requires basic business process awareness.;2021-09-06
2874;2024-12-08;761.68;Credit Card;623;Zara Esposito;zara.esposito292@hotmail.com;United States;36;372;CoreMind;United States;694;Agile Practitioner Certificate;professional;English;2081;Supply Chain Analytics;Data Science & AI;Prepares students to analyze logistics and operational performance, requires spreadsheet knowledge.;2021-11-07
6610;2028-05-15;434.41;Credit Card;695;Robert Martin;robert.martin309@yahoo.com;Canada;19;438;SmartHive;Ireland;641;Data Professional;professional;English;2082;Cybersecurity Awareness;Technology & IT;Prepares students to identify cyber risks and good security practices, requires no previous technical background.;2023-11-03
7588;2029-10-12;1123.39;Credit Card;585;Sofia Smith;sofia.smith74@protonmail.com;Mexico;55;307;PeakCenter;India;900;Operations Excellence Certificate;advanced;English;13;Excel for Professionals;Finance & Accounting;Prepares students to automate reporting and work with advanced formulas, requires basic Excel skills.;2024-07-30
427;2022-07-23;62.85;Credit Card;810;Li Wilson;li.wilson230@yahoo.com;Mexico;61;224;SkillUniversity;United States;292;Excel Professional Certificate;completion;Portuguese;23;Risk Management Essentials;Business & Management;Prepares students to identify, assess, and report business risks, requires basic business literacy.;2022-01-09
6160;2027-08-25;85.56;Credit Card;405;Joseph Schneider;joseph.schneider916@yahoo.com;Brazil;50;224;SkillUniversity;United States;292;Excel Professional Certificate;completion;Portuguese;104;Database Design Principles;Data Science & AI;Prepares students to model business data structures, requires logical reasoning and basic computing knowledge.;2022-01-09
5015;2026-01-18;1212.59;Credit Card;513;Min Sharma;min.sharma203@icloud.com;Italy;42;247;EduCampus;United States;677;Supply Chain Analytics Certificate;advanced;French;79;Data Visualization with Power BI;Data Science & AI;Prepares students to build business dashboards in Power BI, requires basic data handling skills.;2025-04-30
7619;2029-10-23;1329.48;Credit Card;32;Susan Kumar;susan.kumar816@yahoo.com;France;42;339;LearnLearning;United States;8;Machine Learning Foundations Certificate;advanced;English;174;Leadership in Digital Teams;Business & Management;Prepares students to manage remote and digital teams effectively, requires workplace experience or interest.;2025-11-25
6140;2027-08-12;965.94;Credit Card;480;Mohammed Davis;mohammed.davis813@protonmail.com;Netherlands;20;304;OpenPro;Australia;450;Industrial IoT Certificate;advanced;English;131;Industrial IoT Fundamentals;Professional Development;Prepares students to understand sensors, connectivity, and monitoring systems, requires basic technical curiosity.;2023-07-18
2957;2024-12-30;120.0;Credit Card;241;Jessica Santos;jessica.santos637@icloud.com;Australia;36;238;ApexConnect;United States;832;Excel Professional Certificate;completion;English;2083;AI Tools for Productivity;Data Science & AI;Prepares students to use modern AI tools responsibly in daily work, requires general digital literacy.;2022-10-30
899;2023-04-03;1050.32;Debit Card;975;Li Becker;li.becker65@icloud.com;Germany;35;14;PeakAcademy;United States;148;Machine Learning Foundations Certificate;advanced;English;1440;Digital Marketing Analytics;Data Science & AI;Prepares students to measure campaign performance and customer behavior, requires basic marketing concepts.;2021-06-02
21;2021-06-09;943.56;Credit Card;123;Miguel Martin;miguel.martin537@protonmail.com;France;61;435;ByteHub;Spain;460;Operations Excellence Certificate;advanced;English;2084;Python for Business Analytics;Data Science & AI;Prepares students to analyze business data with Python, requires familiarity with spreadsheets and basic logic.;2021-05-03
4421;2025-10-04;65.22;Credit Card;955;Lucas Esposito;lucas.esposito135@protonmail.com;United States;56;474;TechSchool;Australia;432;Excel Professional Certificate;completion;English;2085;AI Tools for Productivity;Data Science & AI;Prepares students to use modern AI tools responsibly in daily work, requires general digital literacy.;2024-06-12
832;2023-03-04;228.5;PayPal;883;Ana Shah;ana.shah535@yahoo.com;Spain;47;145;SmartCampus;Brazil;466;Business Intelligence Specialist;specialization;English;94;Project Management Essentials;Business & Management;Prepares students to coordinate projects and teams, requires basic organizational and communication skills.;2021-10-27
7623;2029-10-25;83.98;PayPal;150;Jennifer Pillai;jennifer.pillai236@hotmail.com;United Kingdom;60;306;OpenLearning;Portugal;545;Cybersecurity Awareness Certificate;completion;English;151;Data Analysis Fundamentals;Data Science & AI;Prepares students for entry-level data analysis roles, requires basic spreadsheet knowledge.;2026-01-07
8298;2030-10-30;595.64;PayPal;817;Mariana Costa;mariana.costa630@hotmail.com;United States;18;50;PrimeMind;United States;98;Power BI Analyst Certificate;professional;Portuguese;118;Process Improvement Techniques;Professional Development;Prepares students to improve processes using structured methods, requires analytical thinking.;2025-09-29
5817;2027-01-26;79.43;Credit Card;960;Noah Johnson;noah.johnson129@gmail.com;Netherlands;50;239;SkillAcademy;Germany;993;Database Foundations Certificate;completion;Spanish;1717;Business Communication Skills;Marketing & Sales;Prepares students to communicate clearly in professional environments, requires no technical background.;2025-04-30
1506;2023-11-20;85.79;Credit Card;189;Joseph Oliveira;joseph.oliveira107@hotmail.com;Canada;54;108;GlobalUniversity;United States;632;Excel Professional Certificate;completion;Portuguese;198;Supply Chain Analytics;Data Science & AI;Prepares students to analyze logistics and operational performance, requires spreadsheet knowledge.;2022-04-30
8500;2031-02-17;984.57;Debit Card;342;Olivia Müller;olivia.müller44@icloud.com;Canada;24;12;EliteHub;United Kingdom;820;Operations Excellence Certificate;advanced;Portuguese;1789;ERP Systems Introduction;Professional Development;Prepares students to understand ERP workflows and organizational data, requires basic business process awareness.;2022-07-18
6371;2027-12-25;1400.0;PayPal;115;William Leroy;william.leroy656@hotmail.com;India;35;284;RiseLearning;India;80;Operations Excellence Certificate;advanced;Portuguese;1693;Cybersecurity Awareness;Technology & IT;Prepares students to identify cyber risks and good security practices, requires no previous technical background.;2023-11-19
10277;2034-05-11;236.92;PayPal;429;Wei Shah;wei.shah947@protonmail.com;United States;38;263;OpenConnect;United States;606;Business Intelligence Specialist;specialization;Spanish;2086;Agile and Scrum Fundamentals;Business & Management;Prepares students to work in agile delivery environments, requires no prior agile certification.;2025-03-27
451;2022-08-08;331.55;Credit Card;852;Wei Dubois;wei.dubois760@protonmail.com;India;22;202;CoreGrow;Ireland;167;Digital Marketing Analyst;specialization;Spanish;112;Customer Experience Analytics;Data Science & AI;Prepares students to analyze customer satisfaction and service metrics, requires communication and spreadsheet skills.;2021-06-02
452;2022-08-08;263.17;Credit Card;255;Elizabeth Dubois;elizabeth.dubois280@yahoo.com;Other;64;202;CoreGrow;Ireland;167;Digital Marketing Analyst;specialization;Spanish;121;Data Analysis Fundamentals;Data Science & AI;Prepares students for entry-level data analysis roles, requires basic spreadsheet knowledge.;2021-06-02
9083;2031-12-22;120.42;Bank Transfer;767;Hina Verma;hina.verma787@hotmail.com;Australia;33;233;SkillSchool;United States;426;Business Intelligence Specialist;specialization;Portuguese;98;Digital Marketing Analytics;Data Science & AI;Prepares students to measure campaign performance and customer behavior, requires basic marketing concepts.;2025-06-01
5396;2026-06-08;266.34;Bank Transfer;541;Mary Ferrari;mary.ferrari125@yahoo.com;Mexico;31;233;SkillSchool;United States;426;Business Intelligence Specialist;specialization;Portuguese;136;Statistics for Decision Making;Data Science & AI;Prepares students to use descriptive statistics for decision making, requires basic mathematics.;2025-06-01
10188;2034-02-21;52.24;Bank Transfer;754;André Ferrari;andré.ferrari166@protonmail.com;Canada;48;327;SkillStream;Germany;604;Cloud Fundamentals Certificate;completion;English;2087;Database Design Principles;Data Science & AI;Prepares students to model business data structures, requires logical reasoning and basic computing knowledge.;2024-06-22
10037;2033-10-14;70.82;Credit Card;741;Isabella Rossi;isabella.rossi405@gmail.com;Brazil;31;22;ApexBoost;India;396;Web Development Foundations Certificate;completion;German;2088;Business Communication Skills;Marketing & Sales;Prepares students to communicate clearly in professional environments, requires no technical background.;2025-06-02
3490;2025-04-22;891.72;Credit Card;195;Linda Pereira;linda.pereira467@icloud.com;Germany;54;442;NovaWorks;Germany;490;Industrial IoT Certificate;advanced;Spanish;2089;Digital Marketing Analytics;Data Science & AI;Prepares students to measure campaign performance and customer behavior, requires basic marketing concepts.;2023-05-31
5953;2027-04-17;1029.95;Debit Card;164;Elizabeth Ferreira;elizabeth.ferreira580@protonmail.com;Portugal;54;77;NovaHub;United States;650;Industrial IoT Certificate;advanced;English;57;Business Communication Skills;Marketing & Sales;Prepares students to communicate clearly in professional environments, requires no technical background.;2025-06-20
10534;2035-03-27;747.57;Credit Card;952;Michael Becker;michael.becker227@yahoo.com;India;25;77;NovaHub;United States;650;Industrial IoT Certificate;advanced;English;138;Supply Chain Analytics;Data Science & AI;Prepares students to analyze logistics and operational performance, requires spreadsheet knowledge.;2025-06-20
1991;2024-04-20;781.03;Bank Transfer;945;John Fischer;john.fischer316@yahoo.com;Poland;23;209;SkillPath;United States;620;Operations Excellence Certificate;advanced;Italian;2090;Cybersecurity Awareness;Technology & IT;Prepares students to identify cyber risks and good security practices, requires no previous technical background.;2024-01-03
10205;2034-03-12;1150.14;Credit Card;572;Ana Costa;ana.costa652@yahoo.com;India;56;499;GlobalForge;Canada;370;Industrial IoT Certificate;advanced;English;120;Data Governance Fundamentals;Data Science & AI;Prepares students to define standards for data quality and ownership, requires spreadsheet familiarity.;2026-01-23
9526;2032-09-28;54.62;Credit Card;256;Ahmed Sousa;ahmed.sousa538@hotmail.com;India;62;349;LearnHub;Australia;136;Web Development Foundations Certificate;completion;English;2091;Data Visualization with Power BI;Data Science & AI;Prepares students to build business dashboards in Power BI, requires basic data handling skills.;2025-06-27
9302;2032-05-09;472.92;Credit Card;436;Fatima Wilson;fatima.wilson370@outlook.com;India;63;476;EliteMind;Singapore;840;Operations Excellence Certificate;advanced;English;2092;HR Analytics;Data Science & AI;Prepares students to analyze workforce and recruitment metrics, requires basic spreadsheet knowledge.;2025-06-09
9356;2032-06-09;607.49;PayPal;110;Inês Durand;inês.durand503@protonmail.com;Netherlands;56;114;NovaMind;United States;118;Power BI Analyst Certificate;professional;English;17;Web Development Basics;Technology & IT;Prepares students to understand front-end and back-end web concepts, requires basic computer literacy.;2025-12-24
2182;2024-06-12;105.47;Credit Card;907;Lucas Meyer;lucas.meyer899@gmail.com;India;59;6;RiseCampus;United States;985;Cybersecurity Awareness Certificate;completion;English;2093;Database Design Principles;Data Science & AI;Prepares students to model business data structures, requires logical reasoning and basic computing knowledge.;2022-03-06
1433;2023-10-21;731.86;Credit Card;216;Tiago Dubois;tiago.dubois763@yahoo.com;India;63;389;ByteAcademy;United States;534;Agile Practitioner Certificate;professional;English;2094;Cybersecurity Awareness;Technology & IT;Prepares students to identify cyber risks and good security practices, requires no previous technical background.;2022-05-12
9463;2032-08-12;77.09;PayPal;172;Liam Wagner;liam.wagner372@outlook.com;Brazil;29;93;ApexNet;India;253;Database Foundations Certificate;completion;English;2095;Machine Learning Basics;Data Science & AI;Prepares students to understand supervised learning workflows, requires statistics and Python basics.;2025-01-29
2720;2024-10-29;890.78;Credit Card;998;Inês Ferrari;inês.ferrari55@icloud.com;United Kingdom;62;176;DigitalSchool;India;578;Power BI Analyst Certificate;professional;English;2096;AI Tools for Productivity;Data Science & AI;Prepares students to use modern AI tools responsibly in daily work, requires general digital literacy.;2024-06-14
1675;2024-01-12;1314.35;Credit Card;420;Zara Pereira;zara.pereira230@yahoo.com;India;26;295;DigitalPro;Canada;130;Industrial IoT Certificate;advanced;English;2097;Information Security Foundations;Technology & IT;Prepares students to understand core information security principles, requires no prior security certification.;2023-08-05
2867;2024-12-06;801.57;PayPal;95;Ali Nair;ali.nair837@hotmail.com;United States;44;270;EliteInstitute;United States;180;Operations Excellence Certificate;advanced;English;2098;Cybersecurity Awareness;Technology & IT;Prepares students to identify cyber risks and good security practices, requires no previous technical background.;2024-02-20
3837;2025-06-26;627.04;PayPal;11;David Ferrari;david.ferrari134@gmail.com;United Kingdom;64;95;RiseHive;India;354;Agile Practitioner Certificate;professional;Italian;56;R for Data Analysis;Data Science & AI;Prepares students to perform statistical analysis in R, requires basic statistics knowledge.;2021-08-15
1218;2023-08-06;80.26;Bank Transfer;85;Layla Mehta;layla.mehta799@gmail.com;India;58;20;CloudConnect;Brazil;476;Web Development Foundations Certificate;completion;English;55;Information Security Foundations;Technology & IT;Prepares students to understand core information security principles, requires no prior security certification.;2021-10-15
1219;2023-08-06;70.33;Credit Card;249;Mohammed Bianchi;mohammed.bianchi419@icloud.com;Japan;56;20;CloudConnect;Brazil;476;Web Development Foundations Certificate;completion;English;95;Cloud Computing Basics;Technology & IT;Prepares students to understand cloud service models and deployment basics, requires general IT literacy.;2021-10-15
8946;2031-10-10;107.83;Credit Card;56;Karen Schneider;karen.schneider617@icloud.com;India;42;362;CloudCenter;Germany;312;Excel Professional Certificate;completion;English;2099;Cloud Computing Basics;Technology & IT;Prepares students to understand cloud service models and deployment basics, requires general IT literacy.;2025-12-06
406;2022-07-13;68.74;PayPal;844;David Oliveira;david.oliveira738@icloud.com;France;53;486;SparkVault;United States;664;Cloud Fundamentals Certificate;completion;French;2100;HR Analytics;Data Science & AI;Prepares students to analyze workforce and recruitment metrics, requires basic spreadsheet knowledge.;2021-12-05
5453;2026-07-06;239.22;Credit Card;196;Wei Becker;wei.becker303@hotmail.com;Argentina;55;377;ByteWorld;United States;195;Statistics for Business Certificate;specialization;Spanish;1180;Industrial IoT Fundamentals;Professional Development;Prepares students to understand sensors, connectivity, and monitoring systems, requires basic technical curiosity.;2024-09-01
