transaction_id;platform_id;platform_name;platform_country;certificate_id;certificate_name;certificate_type;certificate_language;course_id;course_name;course_category;course_info;online_date;student_id;student_name;student_email;student_country;student_age;issue_date;certificate_fee;payment_method
10504;28;SkillForge;United States;30;Cybersecurity Awareness Certificate;completion;English;;Cybersecurity Awareness;Technology & IT;"Prepares students to identify cyber risks and good security practices; requires no previous technical background.";05/08/2026;349;Karen Verma;karen.verma305@hotmail.com;United States;22;10/01/2025;234,15;Debit Card
10646;13;StackUniversity;Canada;30;Cybersecurity Awareness Certificate;completion;English;;Python for Business Analytics;Data Science & AI;"Prepares students to analyze business data with Python; requires familiarity with spreadsheets and basic logic.";07/04/2023;493;Mariana Bernard;mariana.bernard630@outlook.com;Italy;59;17/12/2026;269,05;Debit Card
294;62;ScaleForge;Brazil;31;Cybersecurity Awareness Certificate;completion;French;;Excel for Professionals;Finance & Accounting;"Prepares students to automate reporting and work with advanced formulas; requires basic Excel skills.";06/08/2026;279;Hassan Leroy;hassan.leroy184@gmail.com;India;32;11/03/2022;62,57;Credit Card
563;9;CodeCraft Academy;United States;31;Cybersecurity Awareness Certificate;completion;French;;AI Tools for Productivity;Data Science & AI;"Prepares students to use modern AI tools responsibly in daily work; requires general digital literacy.";23/05/2026;923;John Silva;john.silva332@hotmail.com;Japan;42;03/08/2034;90,87;PayPal
1147;11;ByteForge;United Kingdom;31;Cybersecurity Awareness Certificate;completion;French;;Web Development Basics;Technology & IT;"Prepares students to understand front-end and back-end web concepts; requires basic computer literacy.";22/05/2027;162;Ali Richard;ali.richard902@gmail.com;India;34;14/03/2024;96,44;Credit Card
1215;36;ApexEngineering;South Korea;31;Cybersecurity Awareness Certificate;completion;French;8;Cybersecurity Awareness;Technology & IT;"Prepares students to identify cyber risks and good security practices; requires no previous technical background.";05/08/2026;198;John Leroy;john.leroy877@protonmail.com;United States;27;03/04/2026;1139,62;PayPal
1379;16;TechBridge;India;31;Cybersecurity Awareness Certificate;completion;French;16;Excel for Professionals;Finance & Accounting;"Prepares students to automate reporting and work with advanced formulas; requires basic Excel skills.";06/08/2026;30;Robert Santos;robert.santos719@icloud.com;India;45;06/05/2024;1006,26;Credit Card
1383;9;CodeCraft Academy;United States;31;Cybersecurity Awareness Certificate;completion;French;31;Risk Management Essentials;Business & Management;"Prepares students to identify; assess; and report business risks; requires basic business literacy.";02/12/2025;456;William Dubois;william.dubois787@gmail.com;India;41;17/01/2025;492,94;Credit Card
1550;36;ApexEngineering;South Korea;31;Cybersecurity Awareness Certificate;completion;French;8;Cybersecurity Awareness;Technology & IT;"Prepares students to identify cyber risks and good security practices; requires no previous technical background.";05/08/2026;478;Liam Smith;liam.smith368@gmail.com;Australia;20;04/09/2022;34,36;Credit Card
1684;77;ZenithWorks;Israel;31;Cybersecurity Awareness Certificate;completion;French;;Cybersecurity Awareness;Technology & IT;"Prepares students to identify cyber risks and good security practices; requires no previous technical background.";05/08/2026;913;Noah Williams;noah.williams620@hotmail.com;Netherlands;27;01/02/2026;60,49;Debit Card
1956;68;SkillArc;United Kingdom;31;Cybersecurity Awareness Certificate;completion;French;;Business Communication Skills;Business & Management;"Prepares students to communicate clearly in professional environments; requires no technical background.";30/09/2023;945;John Fischer;john.fischer316@yahoo.com;Poland;23;27/03/2023;92,25;Credit Card
2036;43;NeuronHub;United Kingdom;31;Cybersecurity Awareness Certificate;completion;French;;Cybersecurity Awareness;Technology & IT;"Prepares students to identify cyber risks and good security practices; requires no previous technical background.";05/08/2026;628;Thomas Schulz;thomas.schulz676@yahoo.com;Portugal;28;12/12/2025;116,85;Debit Card
2078;88;PulseBridge;Netherlands;31;Cybersecurity Awareness Certificate;completion;French;;Business Communication Skills;Business & Management;"Prepares students to communicate clearly in professional environments; requires no technical background.";30/09/2023;616;William Bianchi;william.bianchi147@hotmail.com;India;46;24/12/2022;70,44;PayPal
2170;36;ApexEngineering;South Korea;31;Cybersecurity Awareness Certificate;completion;French;22;Leadership in Digital Teams;Business & Management;"Prepares students to manage remote and digital teams effectively; requires workplace experience or interest.";20/01/2026;954;Neha Dubois;neha.dubois862@hotmail.com;Germany;45;15/11/2025;66,71;PayPal
2288;88;PulseBridge;Netherlands;31;Cybersecurity Awareness Certificate;completion;French;;Statistics for Decision Making;Data Science & AI;"Prepares students to use descriptive statistics for decision making; requires basic mathematics.";21/08/2028;1;David Costa;david.costa695@protonmail.com;Australia;31;01/02/2026;69,47;Credit Card
2525;11;ByteForge;United Kingdom;31;Cybersecurity Awareness Certificate;completion;French;18;HR Analytics;Data Science & AI;"Prepares students to analyze workforce and recruitment metrics; requires basic spreadsheet knowledge.";14/09/2027;162;Ali Richard;ali.richard902@gmail.com;India;34;14/03/2024;96,44;Credit Card
2610;62;ScaleForge;Brazil;31;Cybersecurity Awareness Certificate;completion;French;;Excel for Professionals;Finance & Accounting;"Prepares students to automate reporting and work with advanced formulas; requires basic Excel skills.";06/08/2026;279;Hassan Leroy;hassan.leroy184@gmail.com;India;32;11/03/2022;62,57;Credit Card
2934;9;CodeCraft Academy;United States;31;Cybersecurity Awareness Certificate;completion;French;;Risk Management Essentials;Business & Management;"Prepares students to identify; assess; and report business risks; requires basic business literacy.";02/12/2025;456;William Dubois;william.dubois787@gmail.com;India;41;17/01/2025;492,94;Credit Card
3059;52;StackBridge;South Korea;31;Cybersecurity Awareness Certificate;completion;French;;Data Visualization with Power BI;Data Science & AI;"Prepares students to build business dashboards in Power BI; requires basic data handling skills.";16/07/2026;194;Min Colombo;min.colombo699@icloud.com;Germany;52;21/12/2022;117,24;PayPal
3060;12;CloudPath;Ireland;31;Cybersecurity Awareness Certificate;completion;French;;Cybersecurity Awareness;Technology & IT;"Prepares students to identify cyber risks and good security practices; requires no previous technical background.";05/08/2026;745;Patricia Schulz;patricia.schulz887@yahoo.com;United States;53;06/03/2029;85,66;PayPal
3136;43;NeuronHub;United Kingdom;31;Cybersecurity Awareness Certificate;completion;French;;ERP Systems Introduction;Technology & IT;"Prepares students to understand ERP workflows and organizational data; requires basic business process awareness.";09/11/2024;525;Jin Colombo;jin.colombo154@protonmail.com;Poland;55;15/01/2023;90,56;Bank Transfer
3149;14;CyberLabs;Israel;31;Cybersecurity Awareness Certificate;completion;French;;Cybersecurity Awareness;Technology & IT;"Prepares students to identify cyber risks and good security practices; requires no previous technical background.";05/08/2026;720;Linda Smith;linda.smith844@protonmail.com;India;51;29/09/2025;66,14;Debit Card
3307;62;ScaleForge;Brazil;31;Cybersecurity Awareness Certificate;completion;French;8;Cybersecurity Awareness;Technology & IT;"Prepares students to identify cyber risks and good security practices; requires no previous technical background.";05/08/2026;635;Ali Thomas;ali.thomas479@outlook.com;Germany;54;11/03/2024;64,69;Bank Transfer
3588;15;NetForge;Sweden;31;Cybersecurity Awareness Certificate;completion;French;;ERP Systems Introduction;Technology & IT;"Prepares students to understand ERP workflows and organizational data; requires basic business process awareness.";09/11/2024;289;Emma Petit;emma.petit375@protonmail.com;India;40;14/07/2025;72,45;Bank Transfer
3610;68;SkillArc;United Kingdom;31;Cybersecurity Awareness Certificate;completion;French;;Cybersecurity Awareness;Technology & IT;"Prepares students to identify cyber risks and good security practices; requires no previous technical background.";05/08/2026;308;William Singh;william.singh146@yahoo.com;United States;37;28/03/2025;99,96;Credit Card
3938;36;ApexEngineering;South Korea;31;Cybersecurity Awareness Certificate;completion;French;;AI Tools for Productivity;Data Science & AI;"Prepares students to use modern AI tools responsibly in daily work; requires general digital literacy.";23/05/2026;131;Michael Costa;michael.costa469@yahoo.com;India;48;27/03/2032;1053,09;Credit Card
3993;88;PulseBridge;Netherlands;31;Cybersecurity Awareness Certificate;completion;French;;Cybersecurity Awareness;Technology & IT;"Prepares students to identify cyber risks and good security practices; requires no previous technical background.";05/08/2026;1;David Costa;david.costa695@protonmail.com;Australia;31;01/02/2026;69,47;Credit Card
4265;14;CyberLabs;Israel;31;Cybersecurity Awareness Certificate;completion;French;;Customer Experience Analytics;Data Science & AI;"Prepares students to analyze customer satisfaction and service metrics; requires communication and spreadsheet skills.";22/12/2021;358;Isabella Verma;isabella.verma336@protonmail.com;India;36;14/08/2022;77,98;PayPal
4270;68;SkillArc;United Kingdom;31;Cybersecurity Awareness Certificate;completion;French;;Industrial IoT Fundamentals;Technology & IT;"Prepares students to understand sensors; connectivity; and monitoring systems; requires basic technical curiosity.";19/03/2026;419;Richard Meyer;richard.meyer786@gmail.com;South Africa;18;05/06/2021;76,15;PayPal
4271;72;CoreHub;France;31;Cybersecurity Awareness Certificate;completion;French;;Agile and Scrum Fundamentals;Business & Management;"Prepares students to work in agile delivery environments; requires no prior agile certification.";27/02/2027;755;David Sousa;david.sousa925@protonmail.com;Mexico;27;29/08/2025;117,08;Credit Card
4815;77;ZenithWorks;Israel;31;Cybersecurity Awareness Certificate;completion;French;;Project Management Essentials;Business & Management;"Prepares students to coordinate projects and teams; requires basic organizational and communication skills.";03/03/2027;23;Miguel Romano;miguel.romano953@outlook.com;Portugal;47;24/01/2026;112,36;Credit Card
5319;88;PulseBridge;Netherlands;31;Cybersecurity Awareness Certificate;completion;French;;Cybersecurity Awareness;Technology & IT;"Prepares students to identify cyber risks and good security practices; requires no previous technical background.";05/08/2026;771;Wei Jones;wei.jones126@outlook.com;United Kingdom;55;02/04/2023;102,47;Credit Card
5432;9;CodeCraft Academy;United States;31;Cybersecurity Awareness Certificate;completion;French;;AI Tools for Productivity;Data Science & AI;"Prepares students to use modern AI tools responsibly in daily work; requires general digital literacy.";23/05/2026;923;John Silva;john.silva332@hotmail.com;Japan;42;03/08/2034;90,87;PayPal
5509;62;ScaleForge;Brazil;31;Cybersecurity Awareness Certificate;completion;French;;Cybersecurity Awareness;Technology & IT;"Prepares students to identify cyber risks and good security practices; requires no previous technical background.";05/08/2026;526;Giulia Brown;giulia.brown871@protonmail.com;Spain;37;10/07/2021;88,44;Debit Card
5698;58;MarketBridge;Canada;31;Cybersecurity Awareness Certificate;completion;French;;ERP Systems Introduction;Technology & IT;"Prepares students to understand ERP workflows and organizational data; requires basic business process awareness.";09/11/2024;51;Barbara Becker;barbara.becker339@icloud.com;Brazil;36;04/07/2021;107,65;PayPal
5892;52;StackBridge;South Korea;31;Cybersecurity Awareness Certificate;completion;French;5;Business Intelligence Foundations;Business & Management;"Prepares students to design dashboards and reports; requires basic numerical reasoning.";10/07/2027;539;Min Meyer;min.meyer597@gmail.com;United States;24;29/11/2023;86,61;Credit Card
5939;72;CoreHub;France;31;Cybersecurity Awareness Certificate;completion;French;;Cybersecurity Awareness;Technology & IT;"Prepares students to identify cyber risks and good security practices; requires no previous technical background.";05/08/2026;665;Wei Moreau;wei.moreau499@icloud.com;United States;26;19/08/2025;83,47;PayPal
6199;72;CoreHub;France;31;Cybersecurity Awareness Certificate;completion;French;12;Database Design Principles;Technology & IT;"Prepares students to model business data structures; requires logical reasoning and basic computing knowledge.";20/01/2023;153;Lucas Wagner;lucas.wagner268@hotmail.com;Poland;64;27/03/2025;67,94;Credit Card
6395;98;PropelAcademy;Japan;31;Cybersecurity Awareness Certificate;completion;French;;Cybersecurity Awareness;Technology & IT;"Prepares students to identify cyber risks and good security practices; requires no previous technical background.";05/08/2026;67;Isabella Silva;isabella.silva528@yahoo.com;Netherlands;42;07/05/2023;124,56;PayPal
6455;13;StackUniversity;Canada;31;Cybersecurity Awareness Certificate;completion;French;8;Cybersecurity Awareness;Technology & IT;"Prepares students to identify cyber risks and good security practices; requires no previous technical background.";05/08/2026;785;Jessica Meyer;jessica.meyer916@icloud.com;Other;25;17/04/2023;727,84;Credit Card
6572;11;ByteForge;United Kingdom;31;Cybersecurity Awareness Certificate;completion;French;;Web Development Basics;Technology & IT;"Prepares students to understand front-end and back-end web concepts; requires basic computer literacy.";22/05/2027;162;Ali Richard;ali.richard902@gmail.com;India;34;14/03/2024;96,44;Credit Card
7004;68;SkillArc;United Kingdom;31;Cybersecurity Awareness Certificate;completion;French;8;Cybersecurity Awareness;Technology & IT;"Prepares students to identify cyber risks and good security practices; requires no previous technical background.";05/08/2026;471;James Marino;james.marino150@yahoo.com;United States;39;11/02/2023;78,86;Debit Card
7175;98;PropelAcademy;Japan;31;Cybersecurity Awareness Certificate;completion;French;;Data Governance Fundamentals;Data Science & AI;"Prepares students to define standards for data quality and ownership; requires spreadsheet familiarity.";08/07/2021;970;Ana Ricci;ana.ricci462@outlook.com;United States;38;02/08/2021;65,71;Debit Card
7417;67;CraftsmanLab;Germany;31;Cybersecurity Awareness Certificate;completion;French;;Cybersecurity Awareness;Technology & IT;"Prepares students to identify cyber risks and good security practices; requires no previous technical background.";05/08/2026;685;Mary Sharma;mary.sharma838@hotmail.com;United States;35;04/03/2022;122,38;PayPal
7814;55;WealthForge;United States;31;Cybersecurity Awareness Certificate;completion;French;31;Risk Management Essentials;Business & Management;"Prepares students to identify; assess; and report business risks; requires basic business literacy.";02/12/2025;441;Zara Pillai;zara.pillai409@yahoo.com;Mexico;45;08/03/2021;50,26;PayPal
8045;58;MarketBridge;Canada;31;Cybersecurity Awareness Certificate;completion;French;8;Cybersecurity Awareness;Technology & IT;"Prepares students to identify cyber risks and good security practices; requires no previous technical background.";05/08/2026;654;Amina Smith;amina.smith3@icloud.com;United States;47;18/01/2025;126,96;PayPal
8089;43;NeuronHub;United Kingdom;31;Cybersecurity Awareness Certificate;completion;French;;Cybersecurity Awareness;Technology & IT;"Prepares students to identify cyber risks and good security practices; requires no previous technical background.";05/08/2026;727;Min Costa;min.costa283@yahoo.com;Brazil;50;24/10/2024;90,91;PayPal
8161;98;PropelAcademy;Japan;31;Cybersecurity Awareness Certificate;completion;French;;Data Governance Fundamentals;Data Science & AI;"Prepares students to define standards for data quality and ownership; requires spreadsheet familiarity.";08/07/2021;970;Ana Ricci;ana.ricci462@outlook.com;United States;38;02/08/2021;65,71;Debit Card
8175;68;SkillArc;United Kingdom;31;Cybersecurity Awareness Certificate;completion;French;2;Agile and Scrum Fundamentals;Business & Management;"Prepares students to work in agile delivery environments; requires no prior agile certification.";27/02/2027;308;William Singh;william.singh146@yahoo.com;United States;37;28/03/2025;99,96;Credit Card
8312;77;ZenithWorks;Israel;31;Cybersecurity Awareness Certificate;completion;French;8;Cybersecurity Awareness;Technology & IT;"Prepares students to identify cyber risks and good security practices; requires no previous technical background.";05/08/2026;118;Noah Miller;noah.miller573@outlook.com;United States;48;14/05/2024;50,02;Bank Transfer
8391;36;ApexEngineering;South Korea;31;Cybersecurity Awareness Certificate;completion;French;;Risk Management Essentials;Business & Management;"Prepares students to identify; assess; and report business risks; requires basic business literacy.";02/12/2025;954;Neha Dubois;neha.dubois862@hotmail.com;Germany;45;15/11/2025;66,71;PayPal
9064;12;CloudPath;Ireland;31;Cybersecurity Awareness Certificate;completion;French;;Cybersecurity Awareness;Technology & IT;"Prepares students to identify cyber risks and good security practices; requires no previous technical background.";05/08/2026;745;Patricia Schulz;patricia.schulz887@yahoo.com;United States;53;06/03/2029;85,66;PayPal
9295;15;NetForge;Sweden;31;Cybersecurity Awareness Certificate;completion;French;16;Excel for Professionals;Finance & Accounting;"Prepares students to automate reporting and work with advanced formulas; requires basic Excel skills.";06/08/2026;289;Emma Petit;emma.petit375@protonmail.com;India;40;14/07/2025;72,45;Bank Transfer
9488;62;ScaleForge;Brazil;31;Cybersecurity Awareness Certificate;completion;French;6;Cloud Computing Basics;Technology & IT;"Prepares students to understand cloud service models and deployment basics; requires general IT literacy.";03/07/2027;214;Jessica Robert;jessica.robert293@hotmail.com;United States;47;20/04/2023;58,93;Credit Card
9869;72;CoreHub;France;31;Cybersecurity Awareness Certificate;completion;French;2;Agile and Scrum Fundamentals;Business & Management;"Prepares students to work in agile delivery environments; requires no prior agile certification.";27/02/2027;755;David Sousa;david.sousa925@protonmail.com;Mexico;27;29/08/2025;117,08;Credit Card
10310;62;ScaleForge;Brazil;31;Cybersecurity Awareness Certificate;completion;French;;Cybersecurity Awareness;Technology & IT;"Prepares students to identify cyber risks and good security practices; requires no previous technical background.";05/08/2026;214;Jessica Robert;jessica.robert293@hotmail.com;United States;47;20/04/2023;58,93;Credit Card
10623;77;ZenithWorks;Israel;31;Cybersecurity Awareness Certificate;completion;French;;Python for Business Analytics;Data Science & AI;"Prepares students to analyze business data with Python; requires familiarity with spreadsheets and basic logic.";07/04/2023;775;Ali Patel;ali.patel299@outlook.com;India;24;21/06/2022;87,82;Bank Transfer
20;25;Operations Academy;Spain;32;Cybersecurity Awareness Certificate;completion;German;;Business Intelligence Foundations;Business & Management;"Prepares students to design dashboards and reports; requires basic numerical reasoning.";10/07/2027;615;Mohammed Dubois;mohammed.dubois332@yahoo.com;United States;38;24/09/2025;788,92;Credit Card
41;14;CyberLabs;Israel;32;Cybersecurity Awareness Certificate;completion;German;20;Information Security Foundations;Technology & IT;"Prepares students to understand core information security principles; requires no prior security certification.";28/11/2021;991;Priya Kumar;priya.kumar774@hotmail.com;Germany;35;31/12/2031;84,52;Credit Card
45;43;NeuronHub;United Kingdom;32;Cybersecurity Awareness Certificate;completion;German;;Cybersecurity Awareness;Technology & IT;"Prepares students to identify cyber risks and good security practices; requires no previous technical background.";05/08/2026;604;Lucas Patel;lucas.patel799@gmail.com;France;23;20/10/2024;112,29;PayPal
236;67;CraftsmanLab;Germany;32;Cybersecurity Awareness Certificate;completion;German;17;Financial Modeling Essentials;Finance & Accounting;"Prepares students to build simple financial models; requires spreadsheet skills and basic finance knowledge.";24/09/2026;932;Priya Rossi;priya.rossi926@icloud.com;Germany;55;27/10/2025;69,92;Credit Card
724;52;StackBridge;South Korea;32;Cybersecurity Awareness Certificate;completion;German;;Cybersecurity Awareness;Technology & IT;"Prepares students to identify cyber risks and good security practices; requires no previous technical background.";05/08/2026;219;Noah Sharma;noah.sharma946@icloud.com;United States;62;29/08/2022;82,96;Debit Card
1103;34;SystemsLab;United States;32;Cybersecurity Awareness Certificate;completion;German;33;Statistics for Decision Making;Data Science & AI;"Prepares students to use descriptive statistics for decision making; requires basic mathematics.";21/08/2028;460;Zara Alves;zara.alves803@yahoo.com;Germany;52;15/05/2025;155,28;Bank Transfer
1428;58;MarketBridge;Canada;32;Cybersecurity Awareness Certificate;completion;German;;Agile and Scrum Fundamentals;Business & Management;"Prepares students to work in agile delivery environments; requires no prior agile certification.";27/02/2027;902;Michael Mehta;michael.mehta706@icloud.com;Brazil;49;06/08/2024;58;Credit Card
1624;17;FinEdge;United Kingdom;32;Cybersecurity Awareness Certificate;completion;German;;Cybersecurity Awareness;Technology & IT;"Prepares students to identify cyber risks and good security practices; requires no previous technical background.";05/08/2026;493;Mariana Bernard;mariana.bernard630@outlook.com;Italy;59;01/03/2025;501,19;Credit Card
1718;10;DevSphere;Germany;32;Cybersecurity Awareness Certificate;completion;German;;Cybersecurity Awareness;Technology & IT;"Prepares students to identify cyber risks and good security practices; requires no previous technical background.";05/08/2026;555;Priya Meyer;priya.meyer362@yahoo.com;United Kingdom;28;10/01/2029;31,02;Credit Card
1748;34;SystemsLab;United States;32;Cybersecurity Awareness Certificate;completion;German;;Statistics for Decision Making;Data Science & AI;"Prepares students to use descriptive statistics for decision making; requires basic mathematics.";21/08/2028;460;Zara Alves;zara.alves803@yahoo.com;Germany;52;15/05/2025;155,28;Bank Transfer
2044;67;CraftsmanLab;Germany;32;Cybersecurity Awareness Certificate;completion;German;33;Statistics for Decision Making;Data Science & AI;"Prepares students to use descriptive statistics for decision making; requires basic mathematics.";21/08/2028;932;Priya Rossi;priya.rossi926@icloud.com;Germany;55;27/10/2025;69,92;Credit Card
2127;62;ScaleForge;Brazil;32;Cybersecurity Awareness Certificate;completion;German;;Machine Learning Basics;Data Science & AI;"Prepares students to understand supervised learning workflows; requires statistics and Python basics.";07/09/2026;229;Tiago Brown;tiago.brown557@outlook.com;Japan;46;10/05/2023;95;PayPal
2308;13;StackUniversity;Canada;32;Cybersecurity Awareness Certificate;completion;German;8;Cybersecurity Awareness;Technology & IT;"Prepares students to identify cyber risks and good security practices; requires no previous technical background.";05/08/2026;480;Mohammed Davis;mohammed.davis813@protonmail.com;Netherlands;20;23/11/2026;1339,02;Credit Card
2321;98;PropelAcademy;Japan;32;Cybersecurity Awareness Certificate;completion;German;;Cybersecurity Awareness;Technology & IT;"Prepares students to identify cyber risks and good security practices; requires no previous technical background.";05/08/2026;849;Mariana Rodrigues;mariana.rodrigues215@yahoo.com;Spain;55;18/06/2022;106,45;Credit Card
2431;58;MarketBridge;Canada;32;Cybersecurity Awareness Certificate;completion;German;8;Cybersecurity Awareness;Technology & IT;"Prepares students to identify cyber risks and good security practices; requires no previous technical background.";05/08/2026;398;Lucas Martin;lucas.martin457@gmail.com;Portugal;42;17/04/2023;77,51;PayPal
3019;38;ForgeWorks;Canada;32;Cybersecurity Awareness Certificate;completion;German;;Excel for Professionals;Finance & Accounting;"Prepares students to automate reporting and work with advanced formulas; requires basic Excel skills.";06/08/2026;483;Sarah Martins;sarah.martins169@protonmail.com;Australia;62;09/07/2025;218,94;PayPal
3414;88;PulseBridge;Netherlands;32;Cybersecurity Awareness Certificate;completion;German;;Customer Experience Analytics;Data Science & AI;"Prepares students to analyze customer satisfaction and service metrics; requires communication and spreadsheet skills.";22/12/2021;862;Sofia Leroy;sofia.leroy452@gmail.com;Spain;19;18/06/2025;98,6;Credit Card
3614;55;WealthForge;United States;32;Cybersecurity Awareness Certificate;completion;German;17;Financial Modeling Essentials;Finance & Accounting;"Prepares students to build simple financial models; requires spreadsheet skills and basic finance knowledge.";24/09/2026;590;Zara Sousa;zara.sousa135@yahoo.com;India;60;17/02/2021;90,96;Bank Transfer
4253;38;ForgeWorks;Canada;32;Cybersecurity Awareness Certificate;completion;German;;AI Tools for Productivity;Data Science & AI;"Prepares students to use modern AI tools responsibly in daily work; requires general digital literacy.";23/05/2026;194;Min Colombo;min.colombo699@icloud.com;Germany;52;04/05/2034;67,97;Credit Card
4537;18;QuantPath;United States;32;Cybersecurity Awareness Certificate;completion;German;8;Cybersecurity Awareness;Technology & IT;"Prepares students to identify cyber risks and good security practices; requires no previous technical background.";05/08/2026;478;Liam Smith;liam.smith368@gmail.com;Australia;20;24/07/2024;75,3;Credit Card
4955;16;TechBridge;India;32;Cybersecurity Awareness Certificate;completion;German;8;Cybersecurity Awareness;Technology & IT;"Prepares students to identify cyber risks and good security practices; requires no previous technical background.";05/08/2026;594;Luca Bernard;luca.bernard492@outlook.com;Other;58;04/01/2024;236,55;Credit Card
5165;88;PulseBridge;Netherlands;32;Cybersecurity Awareness Certificate;completion;German;;SQL for Data Management;Data Science & AI;"Prepares students to query and manage relational databases; requires no prior SQL experience.";02/09/2021;542;Ali Weber;ali.weber369@gmail.com;India;24;29/10/2024;56,16;Bank Transfer
5353;55;WealthForge;United States;32;Cybersecurity Awareness Certificate;completion;German;17;Financial Modeling Essentials;Finance & Accounting;"Prepares students to build simple financial models; requires spreadsheet skills and basic finance knowledge.";24/09/2026;590;Zara Sousa;zara.sousa135@yahoo.com;India;60;17/02/2021;90,96;Bank Transfer
5404;55;WealthForge;United States;32;Cybersecurity Awareness Certificate;completion;German;;Cybersecurity Awareness;Technology & IT;"Prepares students to identify cyber risks and good security practices; requires no previous technical background.";05/08/2026;608;Isabella Williams;isabella.williams121@icloud.com;Mexico;25;11/11/2025;57,38;Credit Card
5557;35;CoreEngineering;Japan;32;Cybersecurity Awareness Certificate;completion;German;;Cybersecurity Awareness;Technology & IT;"Prepares students to identify cyber risks and good security practices; requires no previous technical background.";05/08/2026;671;Mohammed Ferrari;mohammed.ferrari296@yahoo.com;United Kingdom;43;12/07/2025;1099,84;Credit Card
6040;55;WealthForge;United States;32;Cybersecurity Awareness Certificate;completion;German;;Cybersecurity Awareness;Technology & IT;"Prepares students to identify cyber risks and good security practices; requires no previous technical background.";05/08/2026;590;Zara Sousa;zara.sousa135@yahoo.com;India;60;17/02/2021;90,96;Bank Transfer
6428;58;MarketBridge;Canada;32;Cybersecurity Awareness Certificate;completion;German;;Agile and Scrum Fundamentals;Business & Management;"Prepares students to work in agile delivery environments; requires no prior agile certification.";27/02/2027;902;Michael Mehta;michael.mehta706@icloud.com;Brazil;49;06/08/2024;58;Credit Card
6444;2;NeuralForge;Germany;32;Cybersecurity Awareness Certificate;completion;German;;Agile and Scrum Fundamentals;Business & Management;"Prepares students to work in agile delivery environments; requires no prior agile certification.";27/02/2027;816;Robert Wilson;robert.wilson292@hotmail.com;United Kingdom;18;21/07/2025;75,05;Credit Card
6750;11;ByteForge;United Kingdom;32;Cybersecurity Awareness Certificate;completion;German;;Cybersecurity Awareness;Technology & IT;"Prepares students to identify cyber risks and good security practices; requires no previous technical background.";05/08/2026;400;Ali Mehta;ali.mehta579@hotmail.com;India;45;02/09/2028;75,57;Credit Card
7552;15;NetForge;Sweden;32;Cybersecurity Awareness Certificate;completion;German;;Cybersecurity Awareness;Technology & IT;"Prepares students to identify cyber risks and good security practices; requires no previous technical background.";05/08/2026;735;Ava Santos;ava.santos958@yahoo.com;Poland;65;04/06/2029;84,8;PayPal
7583;68;SkillArc;United Kingdom;32;Cybersecurity Awareness Certificate;completion;German;;Supply Chain Analytics;Data Science & AI;"Prepares students to analyze logistics and operational performance; requires spreadsheet knowledge.";15/07/2026;290;Omar Wagner;omar.wagner95@protonmail.com;United States;60;23/11/2024;57,96;Debit Card
7634;62;ScaleForge;Brazil;32;Cybersecurity Awareness Certificate;completion;German;;Risk Management Essentials;Business & Management;"Prepares students to identify; assess; and report business risks; requires basic business literacy.";02/12/2025;820;David Durand;david.durand524@gmail.com;Other;41;28/06/2025;55,39;PayPal
7897;58;MarketBridge;Canada;32;Cybersecurity Awareness Certificate;completion;German;25;Operations Management;Business & Management;"Prepares students to optimize workflows and resources; requires basic business knowledge.";29/08/2026;951;Pedro Oliveira;pedro.oliveira605@outlook.com;Poland;43;27/09/2021;79,65;Debit Card
7933;62;ScaleForge;Brazil;32;Cybersecurity Awareness Certificate;completion;German;;Data Analysis Fundamentals;Data Science & AI;"Prepares students for entry-level data analysis roles; requires basic spreadsheet knowledge.";06/11/2026;193;Min Gupta;min.gupta260@icloud.com;Other;43;11/08/2025;83,48;PayPal
8137;2;NeuralForge;Germany;32;Cybersecurity Awareness Certificate;completion;German;2;Agile and Scrum Fundamentals;Business & Management;"Prepares students to work in agile delivery environments; requires no prior agile certification.";27/02/2027;816;Robert Wilson;robert.wilson292@hotmail.com;United Kingdom;18;21/07/2025;75,05;Credit Card
8324;77;ZenithWorks;Israel;32;Cybersecurity Awareness Certificate;completion;German;8;Cybersecurity Awareness;Technology & IT;"Prepares students to identify cyber risks and good security practices; requires no previous technical background.";05/08/2026;573;Liam Nair;liam.nair744@outlook.com;South Africa;38;24/05/2021;126,23;PayPal
8461;58;MarketBridge;Canada;32;Cybersecurity Awareness Certificate;completion;German;8;Cybersecurity Awareness;Technology & IT;"Prepares students to identify cyber risks and good security practices; requires no previous technical background.";05/08/2026;951;Pedro Oliveira;pedro.oliveira605@outlook.com;Poland;43;27/09/2021;79,65;Debit Card
8744;98;PropelAcademy;Japan;32;Cybersecurity Awareness Certificate;completion;German;28;Python for Business Analytics;Data Science & AI;"Prepares students to analyze business data with Python; requires familiarity with spreadsheets and basic logic.";07/04/2023;849;Mariana Rodrigues;mariana.rodrigues215@yahoo.com;Spain;55;18/06/2022;106,45;Credit Card
9700;62;ScaleForge;Brazil;32;Cybersecurity Awareness Certificate;completion;German;;Cybersecurity Awareness;Technology & IT;"Prepares students to identify cyber risks and good security practices; requires no previous technical background.";05/08/2026;193;Min Gupta;min.gupta260@icloud.com;Other;43;11/08/2025;83,48;PayPal
